timestamp,target:Power,exog:IsHoliday,exog:Hour,exog:DayOfWeek,exog:SimOccupancy,exog:OutdoorTemp,exog:TempDiff
2015-11-04 16:00:00+00:00,54656.72655019706,False,16,2,1.0,18.0,0.0
2015-11-04 17:00:00+00:00,59427.16025347472,False,17,2,1.0,15.0,3.0
2015-11-04 18:00:00+00:00,59867.60042055219,False,18,2,0.5,15.0,3.0
2015-11-04 19:00:00+00:00,60128.53245659383,False,19,2,0.5,14.5,3.5
2015-11-04 20:00:00+00:00,49203.15140492108,False,20,2,0.5,14.0,4.0
2015-11-04 21:00:00+00:00,26599.568115293518,False,21,2,0.2,13.0,5.0
2015-11-04 22:00:00+00:00,28779.612089318685,False,22,2,0.2,13.0,5.0
2015-11-04 23:00:00+00:00,31534.19815866568,False,23,2,0.2,12.0,6.0
2015-11-05 00:00:00+00:00,30854.846256900342,False,0,3,0.2,15.0,3.0
2015-11-05 01:00:00+00:00,31434.560562540137,False,1,3,0.2,15.2,2.8000000000000007
2015-11-05 02:00:00+00:00,28620.929359563164,False,2,3,0.2,15.0,3.0
2015-11-05 03:00:00+00:00,25796.06609589565,False,3,3,0.2,12.0,6.0
2015-11-05 04:00:00+00:00,27742.182775539408,False,4,3,0.2,12.0,6.0
2015-11-05 05:00:00+00:00,29022.14266422903,False,5,3,0.2,11.0,7.0
2015-11-05 06:00:00+00:00,26767.34915560839,False,6,3,0.2,10.0,8.0
2015-11-05 07:00:00+00:00,27807.868139577626,False,7,3,0.2,9.95,8.05
2015-11-05 08:00:00+00:00,42485.5085419325,False,8,3,0.6,13.0,5.0
2015-11-05 09:00:00+00:00,47628.460878111946,False,9,3,0.6,17.0,1.0
2015-11-05 10:00:00+00:00,53939.667016113526,False,10,3,0.6,17.9,0.10000000000000142
2015-11-05 11:00:00+00:00,57990.19049513241,False,11,3,1.0,22.0,4.0
2015-11-05 12:00:00+00:00,57664.39245510293,False,12,3,1.0,21.0,3.0
2015-11-05 13:00:00+00:00,57933.3132516357,False,13,3,1.0,21.6,3.6000000000000014
2015-11-05 14:00:00+00:00,51368.993138073136,False,14,3,1.0,21.0,3.0
2015-11-05 15:00:00+00:00,48928.495088035714,False,15,3,1.0,20.0,2.0
2015-11-05 16:00:00+00:00,56476.644712082336,False,16,3,1.0,19.0,1.0
2015-11-05 17:00:00+00:00,59403.38174201286,False,17,3,1.0,17.0,1.0
2015-11-05 18:00:00+00:00,59986.714887875125,False,18,3,0.5,16.0,2.0
2015-11-05 19:00:00+00:00,60533.279251476924,False,19,3,0.5,15.3,2.6999999999999993
2015-11-05 20:00:00+00:00,45570.58690159756,False,20,3,0.5,14.0,4.0
2015-11-05 21:00:00+00:00,25752.7082932301,False,21,3,0.2,13.0,5.0
2015-11-05 22:00:00+00:00,31405.814680772884,False,22,3,0.2,13.0,5.0
2015-11-05 23:00:00+00:00,31893.863080777228,False,23,3,0.2,13.0,5.0
2015-11-06 00:00:00+00:00,31472.16577485204,False,0,4,0.2,13.0,5.0
2015-11-06 01:00:00+00:00,31291.974843774224,False,1,4,0.2,12.933333333333332,5.066666666666668
2015-11-06 02:00:00+00:00,26864.9042116059,False,2,4,0.2,14.0,4.0
2015-11-06 03:00:00+00:00,24104.6850419126,False,3,4,0.2,14.0,4.0
2015-11-06 04:00:00+00:00,30658.52417483081,False,4,4,0.2,14.1,3.9000000000000004
2015-11-06 05:00:00+00:00,30572.747419557418,False,5,4,0.2,13.0,5.0
2015-11-06 06:00:00+00:00,27106.53007646062,False,6,4,0.2,12.0,6.0
2015-11-06 07:00:00+00:00,30887.26218889322,False,7,4,0.2,12.0,6.0
2015-11-06 08:00:00+00:00,47246.826864649775,False,8,4,0.6,15.0,3.0
2015-11-06 09:00:00+00:00,44906.56386077462,False,9,4,0.6,17.0,1.0
2015-11-06 10:00:00+00:00,57699.42009725638,False,10,4,0.6,18.7,0.6999999999999993
2015-11-06 11:00:00+00:00,57804.98098374606,False,11,4,1.0,21.0,3.0
2015-11-06 12:00:00+00:00,58259.02594165992,False,12,4,1.0,22.0,4.0
2015-11-06 13:00:00+00:00,57733.01385932165,False,13,4,1.0,21.8,3.8000000000000007
2015-11-06 14:00:00+00:00,50909.48577982344,False,14,4,1.0,21.0,3.0
2015-11-06 15:00:00+00:00,47323.36874935543,False,15,4,1.0,20.0,2.0
2015-11-06 16:00:00+00:00,58333.7071962512,False,16,4,1.0,19.2,1.1999999999999993
2015-11-06 17:00:00+00:00,58645.81509543902,False,17,4,1.0,17.0,1.0
2015-11-06 18:00:00+00:00,61575.23211553432,False,18,4,0.5,16.0,2.0
2015-11-06 19:00:00+00:00,59353.38370893907,False,19,4,0.5,15.4,2.5999999999999996
2015-11-06 20:00:00+00:00,46126.471485772345,False,20,4,0.5,14.0,4.0
2015-11-06 21:00:00+00:00,25098.41515300533,False,21,4,0.2,14.0,4.0
2015-11-06 22:00:00+00:00,33131.69420687685,False,22,4,0.2,13.7,4.300000000000001
2015-11-06 23:00:00+00:00,31035.82240802644,False,23,4,0.2,12.0,6.0
2015-11-07 00:00:00+00:00,31868.411709212523,False,0,5,0.1,13.0,5.0
2015-11-07 01:00:00+00:00,30756.147510832525,False,1,5,0.1,13.0,5.0
2015-11-07 02:00:00+00:00,27543.36847331666,False,2,5,0.1,12.0,6.0
2015-11-07 03:00:00+00:00,23903.54921954713,False,3,5,0.1,12.0,6.0
2015-11-07 04:00:00+00:00,30562.94923895504,False,4,5,0.1,12.0,6.0
2015-11-07 05:00:00+00:00,28627.75735998293,False,5,5,0.1,10.0,8.0
2015-11-07 06:00:00+00:00,27478.29762931622,False,6,5,0.1,8.0,10.0
2015-11-07 07:00:00+00:00,27005.93656027632,False,7,5,0.1,8.7,9.3
2015-11-07 08:00:00+00:00,39318.90385725536,False,8,5,0.1,15.0,3.0
2015-11-07 09:00:00+00:00,46908.96033387835,False,9,5,0.1,17.0,1.0
2015-11-07 10:00:00+00:00,57713.45163811901,False,10,5,0.1,18.7,0.6999999999999993
2015-11-07 11:00:00+00:00,58109.11719244381,False,11,5,0.1,22.0,4.0
2015-11-07 12:00:00+00:00,58253.37577131258,False,12,5,0.1,24.0,6.0
2015-11-07 13:00:00+00:00,54873.22537350701,False,13,5,0.1,24.4,6.399999999999999
2015-11-07 14:00:00+00:00,51303.88815407058,False,14,5,0.1,24.0,6.0
2015-11-07 15:00:00+00:00,49084.78801764432,False,15,5,0.1,21.0,3.0
2015-11-07 16:00:00+00:00,57452.50253207633,False,16,5,0.1,21.2,3.1999999999999993
2015-11-07 17:00:00+00:00,58416.95759136928,False,17,5,0.1,16.0,2.0
2015-11-07 18:00:00+00:00,60373.179711634286,False,18,5,0.1,15.0,3.0
2015-11-07 19:00:00+00:00,56930.16049996367,False,19,5,0.1,14.0,4.0
2015-11-07 20:00:00+00:00,48060.58795467834,False,20,5,0.1,12.0,6.0
2015-11-07 21:00:00+00:00,28552.990755386418,False,21,5,0.1,11.0,7.0
2015-11-07 22:00:00+00:00,33238.70604345575,False,22,5,0.1,10.3,7.699999999999999
2015-11-07 23:00:00+00:00,32772.69501480623,False,23,5,0.1,9.0,9.0
2015-11-08 00:00:00+00:00,31821.89595635282,False,0,6,0.1,9.0,9.0
2015-11-08 01:00:00+00:00,28716.86276546097,False,1,6,0.1,9.0,9.0
2015-11-08 02:00:00+00:00,27486.11568979686,False,2,6,0.1,8.0,10.0
2015-11-08 03:00:00+00:00,24297.4394937628,False,3,6,0.1,7.0,11.0
2015-11-08 04:00:00+00:00,29782.030830945587,False,4,6,0.1,7.2,10.8
2015-11-08 05:00:00+00:00,29217.01379620936,False,5,6,0.1,7.0,11.0
2015-11-08 06:00:00+00:00,29659.126823389663,False,6,6,0.1,8.0,10.0
2015-11-08 07:00:00+00:00,27865.069713094268,False,7,6,0.1,8.8,9.2
2015-11-08 08:00:00+00:00,31700.698948901845,False,8,6,0.1,15.0,3.0
2015-11-08 09:00:00+00:00,47135.39389779909,False,9,6,0.1,17.0,1.0
2015-11-08 10:00:00+00:00,56481.219472363584,False,10,6,0.1,18.5,0.5
2015-11-08 11:00:00+00:00,56404.404467641136,False,11,6,0.1,22.0,4.0
2015-11-08 12:00:00+00:00,56131.28445085022,False,12,6,0.1,23.0,5.0
2015-11-08 13:00:00+00:00,45735.65381174559,False,13,6,0.1,24.0,6.0
2015-11-08 14:00:00+00:00,29939.07484060037,False,14,6,0.1,23.0,5.0
2015-11-08 15:00:00+00:00,25157.767546654213,False,15,6,0.1,21.0,3.0
2015-11-08 16:00:00+00:00,32176.951978181027,False,16,6,0.1,20.0,2.0
2015-11-08 17:00:00+00:00,32112.08597419317,False,17,6,0.1,17.0,1.0
2015-11-08 18:00:00+00:00,30229.26485844073,False,18,6,0.1,16.0,2.0
2015-11-08 19:00:00+00:00,31598.278942605248,False,19,6,0.1,14.8,3.1999999999999993
2015-11-08 20:00:00+00:00,26793.07364718988,False,20,6,0.1,13.0,5.0
2015-11-08 21:00:00+00:00,24406.687500479165,False,21,6,0.1,12.0,6.0
2015-11-08 22:00:00+00:00,30473.365873447616,False,22,6,0.1,12.1,5.9
2015-11-08 23:00:00+00:00,29797.39383189008,False,23,6,0.1,12.0,6.0
2015-11-09 00:00:00+00:00,28834.64577270206,False,0,0,0.2,11.0,7.0
2015-11-09 01:00:00+00:00,30405.085869249888,False,1,0,0.2,11.1,6.9
2015-11-09 02:00:00+00:00,26472.157627460547,False,2,0,0.2,11.0,7.0
2015-11-09 03:00:00+00:00,24584.215511393268,False,3,0,0.2,10.0,8.0
2015-11-09 04:00:00+00:00,29234.08379725879,False,4,0,0.2,9.85,8.15
2015-11-09 05:00:00+00:00,27098.62666597473,False,5,0,0.2,9.0,9.0
2015-11-09 06:00:00+00:00,26712.844642257547,False,6,0,0.2,7.0,11.0
2015-11-09 07:00:00+00:00,26955.238657159494,False,7,0,0.2,8.0,10.0
2015-11-09 08:00:00+00:00,31497.565936413597,False,8,0,0.6,14.0,4.0
2015-11-09 09:00:00+00:00,48985.7820115576,False,9,0,0.6,16.0,2.0
2015-11-09 10:00:00+00:00,56686.05948495679,False,10,0,0.6,17.8,0.1999999999999993
2015-11-09 11:00:00+00:00,56597.295479499735,False,11,0,1.0,22.0,4.0
2015-11-09 12:00:00+00:00,54111.903326702304,False,12,0,1.0,23.0,5.0
2015-11-09 13:00:00+00:00,55694.292423984734,False,13,0,1.0,21.8,3.8000000000000007
2015-11-09 14:00:00+00:00,51831.35118649807,False,14,0,1.0,22.0,4.0
2015-11-09 15:00:00+00:00,51029.06113717472,False,15,0,1.0,20.0,2.0
2015-11-09 16:00:00+00:00,57633.44454320031,False,16,0,1.0,18.7,0.6999999999999993
2015-11-09 17:00:00+00:00,56544.378476246486,False,17,0,1.0,16.0,2.0
2015-11-09 18:00:00+00:00,53432.51728493488,False,18,0,0.5,15.0,3.0
2015-11-09 19:00:00+00:00,54422.57734580198,False,19,0,0.5,15.2,2.8000000000000007
2015-11-09 20:00:00+00:00,44834.35775633553,False,20,0,0.5,13.0,5.0
2015-11-09 21:00:00+00:00,27228.358673950424,False,21,0,0.2,14.0,4.0
2015-11-09 22:00:00+00:00,32052.340970520167,False,22,0,0.2,13.8,4.199999999999999
2015-11-09 23:00:00+00:00,31823.60295645776,False,23,0,0.2,13.0,5.0
2015-11-10 00:00:00+00:00,30852.31989674503,False,0,1,0.2,13.0,5.0
2015-11-10 01:00:00+00:00,28959.25678036292,False,1,1,0.2,12.5,5.5
2015-11-10 02:00:00+00:00,27586.828695988515,False,2,1,0.2,12.0,6.0
2015-11-10 03:00:00+00:00,26009.56059902092,False,3,1,0.2,13.0,5.0
2015-11-10 04:00:00+00:00,30751.606890553376,False,4,1,0.2,13.0,5.0
2015-11-10 05:00:00+00:00,29640.349822235294,False,5,1,0.2,12.0,6.0
2015-11-10 06:00:00+00:00,28529.09275391721,False,6,1,0.2,13.0,5.0
2015-11-10 07:00:00+00:00,30265.11186064453,False,7,1,0.2,13.0,5.0
2015-11-10 08:00:00+00:00,47289.023907243965,False,8,1,0.6,16.0,2.0
2015-11-10 09:00:00+00:00,51648.70217526914,False,9,1,0.6,18.0,0.0
2015-11-10 10:00:00+00:00,57479.81453375542,False,10,1,0.6,19.2,1.1999999999999993
2015-11-10 11:00:00+00:00,56302.83796139703,False,11,1,1.0,22.0,4.0
2015-11-10 12:00:00+00:00,55125.86138903863,False,12,1,1.0,21.0,3.0
2015-11-10 13:00:00+00:00,50996.6281351808,False,13,1,1.0,20.5,2.5
2015-11-10 14:00:00+00:00,53307.906277274014,False,14,1,1.0,19.0,1.0
2015-11-10 15:00:00+00:00,59043.42662988348,False,15,1,1.0,19.0,1.0
2015-11-10 16:00:00+00:00,56901.14149817964,False,16,1,1.0,18.3,0.3000000000000007
2015-11-10 17:00:00+00:00,59565.76866199613,False,17,1,1.0,16.0,2.0
2015-11-10 18:00:00+00:00,57334.71952483524,False,18,1,0.5,15.0,3.0
2015-11-10 19:00:00+00:00,46816.18487817468,False,19,1,0.5,14.6,3.4000000000000004
2015-11-10 20:00:00+00:00,28580.302757065518,False,20,1,0.5,13.0,5.0
2015-11-10 21:00:00+00:00,31775.80695351935,False,21,1,0.2,12.5,5.5
2015-11-10 22:00:00+00:00,29708.62982643302,False,22,1,0.2,11.7,6.300000000000001
2015-11-10 23:00:00+00:00,31751.90895205014,False,23,1,0.2,10.0,8.0
2015-11-11 00:00:00+00:00,30451.17487208336,False,0,2,0.2,10.0,8.0
2015-11-11 01:00:00+00:00,25876.414590835346,False,1,2,0.2,9.8,8.2
2015-11-11 02:00:00+00:00,27339.31368077174,False,2,2,0.2,8.0,10.0
2015-11-11 03:00:00+00:00,30393.136868515285,False,3,2,0.2,7.0,11.0
2015-11-11 04:00:00+00:00,30271.93986106431,False,4,2,0.2,7.2,10.8
2015-11-11 05:00:00+00:00,30946.204902516914,False,5,2,0.2,7.0,11.0
2015-11-11 06:00:00+00:00,34964.483149553416,False,6,2,0.2,9.0,9.0
2015-11-11 07:00:00+00:00,46821.30587848951,False,7,2,0.2,9.0,9.0
2015-11-11 08:00:00+00:00,52502.20222774078,False,8,2,0.6,10.0,8.0
2015-11-11 09:00:00+00:00,56824.32649345719,False,9,2,0.6,14.0,4.0
2015-11-11 10:00:00+00:00,53686.86030057143,False,10,2,0.6,14.8,3.1999999999999993
2015-11-11 11:00:00+00:00,55045.63238410629,False,11,2,1.0,19.0,1.0
2015-11-11 12:00:00+00:00,57193.03851612494,False,12,2,1.0,20.0,2.0
2015-11-11 13:00:00+00:00,48212.51096401829,False,13,2,1.0,20.0,2.0
2015-11-11 14:00:00+00:00,52111.29920370877,False,14,2,1.0,20.0,2.0
2015-11-11 15:00:00+00:00,58382.81758927043,False,15,2,1.0,19.0,1.0
2015-11-11 16:00:00+00:00,54344.05534097459,False,16,2,1.0,18.3,0.3000000000000007
2015-11-11 17:00:00+00:00,56132.99145095517,False,17,2,1.0,16.0,2.0
2015-11-11 18:00:00+00:00,59659.653667768,False,18,2,0.5,15.0,3.0
2015-11-11 19:00:00+00:00,45436.928793380495,False,19,2,0.5,14.3,3.6999999999999993
2015-11-11 20:00:00+00:00,29735.94182811212,False,20,2,0.5,13.0,5.0
2015-11-11 21:00:00+00:00,32687.345009559067,False,21,2,0.2,13.0,5.0
2015-11-11 22:00:00+00:00,30529.696876910748,False,22,2,0.2,14.0,4.0
2015-11-11 23:00:00+00:00,30990.58690524544,False,23,2,0.2,15.0,3.0
2015-11-12 00:00:00+00:00,31972.111965587832,False,0,3,0.2,15.0,3.0
2015-11-12 01:00:00+00:00,25029.742538783463,False,1,3,0.2,14.95,3.0500000000000007
2015-11-12 02:00:00+00:00,28658.8247618929,False,2,3,0.2,15.0,3.0
2015-11-12 03:00:00+00:00,29857.138835563084,False,3,3,0.2,15.0,3.0
2015-11-12 04:00:00+00:00,30942.790902307028,False,4,3,0.2,14.85,3.1500000000000004
2015-11-12 05:00:00+00:00,28885.855775850363,False,5,3,0.2,15.0,3.0
2015-11-12 06:00:00+00:00,35271.743168443216,False,6,3,0.2,15.0,3.0
2015-11-12 07:00:00+00:00,45303.78278519493,False,7,3,0.2,15.2,2.8000000000000007
2015-11-12 08:00:00+00:00,53046.73526121768,False,8,3,0.6,15.0,3.0
2015-11-12 09:00:00+00:00,54408.92134496245,False,9,3,0.6,15.0,3.0
2015-11-12 10:00:00+00:00,56815.79149293248,False,10,3,0.6,16.2,1.8000000000000007
2015-11-12 11:00:00+00:00,55677.2224229353,False,11,3,1.0,18.0,0.0
2015-11-12 12:00:00+00:00,58789.08361424693,False,12,3,1.0,19.0,1.0
2015-11-12 13:00:00+00:00,46978.34988814429,False,13,3,1.0,18.9,0.8999999999999986
2015-11-12 14:00:00+00:00,54511.34135125904,False,14,3,1.0,20.0,2.0
2015-11-12 15:00:00+00:00,55255.59339701432,False,15,3,1.0,19.0,1.0
2015-11-12 16:00:00+00:00,56892.60649765493,False,16,3,1.0,17.0,1.0
2015-11-12 17:00:00+00:00,56361.72946501756,False,17,3,1.0,15.0,3.0
2015-11-12 18:00:00+00:00,59113.41363418615,False,18,3,0.5,14.0,4.0
2015-11-12 19:00:00+00:00,45706.634809961535,False,19,3,0.5,12.9,5.1
2015-11-12 20:00:00+00:00,31755.32295226003,False,20,3,0.5,12.0,6.0
2015-11-12 21:00:00+00:00,28954.13578004809,False,21,3,0.2,9.0,9.0
2015-11-12 22:00:00+00:00,31446.35593326529,False,22,3,0.2,8.5,9.5
2015-11-12 23:00:00+00:00,31881.640960025838,False,23,3,0.2,7.0,11.0
2015-11-13 00:00:00+00:00,32322.046987101206,False,0,4,0.2,8.0,10.0
2015-11-13 01:00:00+00:00,24432.292502053315,False,1,4,0.2,8.0,10.0
2015-11-13 02:00:00+00:00,28867.078774695987,False,2,4,0.2,8.0,10.0
2015-11-13 03:00:00+00:00,29336.503803555384,False,3,4,0.2,8.0,10.0
2015-11-13 04:00:00+00:00,29693.266825488536,False,4,4,0.2,8.0,10.0
2015-11-13 05:00:00+00:00,31492.444936098764,False,5,4,0.2,8.0,10.0
2015-11-13 06:00:00+00:00,36087.6892186061,False,6,4,0.2,7.0,11.0
2015-11-13 07:00:00+00:00,44994.81576620018,False,7,4,0.2,7.5,10.5
2015-11-13 08:00:00+00:00,53217.43527171202,False,8,4,0.6,10.0,8.0
2015-11-13 09:00:00+00:00,52683.14423886476,False,9,4,0.6,11.0,7.0
2015-11-13 10:00:00+00:00,53884.87231274485,False,10,4,0.6,11.7,6.300000000000001
2015-11-13 11:00:00+00:00,57843.40555610834,False,11,4,1.0,15.0,3.0
2015-11-13 12:00:00+00:00,57481.52153386036,False,12,4,1.0,15.0,3.0
2015-11-13 13:00:00+00:00,45803.93381594331,False,13,4,1.0,16.0,2.0
2015-11-13 14:00:00+00:00,52435.62922364799,False,14,4,1.0,17.0,1.0
2015-11-13 15:00:00+00:00,54651.315359864384,False,15,4,1.0,17.0,1.0
2015-11-13 16:00:00+00:00,54644.48735944461,False,16,4,1.0,16.3,1.6999999999999993
2015-11-13 17:00:00+00:00,58946.1276239017,False,17,4,1.0,16.0,2.0
2015-11-13 18:00:00+00:00,58626.918604277314,False,18,4,0.5,16.0,2.0
2015-11-13 19:00:00+00:00,43156.37665317627,False,19,4,0.5,15.5,2.5
2015-11-13 20:00:00+00:00,33411.11305405502,False,20,4,0.5,15.0,3.0
2015-11-13 21:00:00+00:00,31200.54791815346,False,21,4,0.2,14.0,4.0
2015-11-13 22:00:00+00:00,30140.50085298368,False,22,4,0.2,13.7,4.300000000000001
2015-11-13 23:00:00+00:00,31664.851946698043,False,23,4,0.2,11.0,7.0
2015-11-14 00:00:00+00:00,30838.663895905484,False,0,5,0.1,11.0,7.0
2015-11-14 01:00:00+00:00,21897.39734621253,False,1,5,0.1,11.2,6.800000000000001
2015-11-14 02:00:00+00:00,27387.10968371015,False,2,5,0.1,11.0,7.0
2015-11-14 03:00:00+00:00,29962.972842069576,False,3,5,0.1,10.0,8.0
2015-11-14 04:00:00+00:00,29735.94182811212,False,4,5,0.1,10.4,7.6
2015-11-14 05:00:00+00:00,30398.25786883012,False,5,5,0.1,11.0,7.0
2015-11-14 06:00:00+00:00,29751.304829056608,False,6,5,0.1,11.0,7.0
2015-11-14 07:00:00+00:00,31174.94291657931,False,7,5,0.1,11.5,6.5
2015-11-14 08:00:00+00:00,49578.11104797293,False,8,5,0.1,14.0,4.0
2015-11-14 09:00:00+00:00,54707.64636332751,False,9,5,0.1,15.0,3.0
2015-11-14 10:00:00+00:00,52691.67923938949,False,10,5,0.1,16.7,1.3000000000000007
2015-11-14 11:00:00+00:00,56150.06145200459,False,11,5,0.1,18.0,0.0
2015-11-14 12:00:00+00:00,55428.00040761358,False,12,5,0.1,19.0,1.0
2015-11-14 13:00:00+00:00,43564.34967825771,False,13,5,0.1,19.7,1.6999999999999993
2015-11-14 14:00:00+00:00,50592.06911030924,False,14,5,0.1,19.0,1.0
2015-11-14 15:00:00+00:00,55515.05741296568,False,15,5,0.1,18.0,0.0
2015-11-14 16:00:00+00:00,54323.57133971527,False,16,5,0.1,17.7,0.3000000000000007
2015-11-14 17:00:00+00:00,56421.474468690576,False,17,5,0.1,17.0,1.0
2015-11-14 18:00:00+00:00,59246.55964237173,False,18,5,0.1,17.0,1.0
2015-11-14 19:00:00+00:00,44305.18772380309,False,19,5,0.1,16.3,1.6999999999999993
2015-11-14 20:00:00+00:00,31016.191906819586,False,20,5,0.1,16.0,2.0
2015-11-14 21:00:00+00:00,32724.899011867816,False,21,5,0.1,15.0,3.0
2015-11-14 22:00:00+00:00,31914.07396201976,False,22,5,0.1,14.6,3.4000000000000004
2015-11-14 23:00:00+00:00,31955.041964538388,False,23,5,0.1,12.0,6.0
2015-11-15 00:00:00+00:00,31550.48293966684,False,0,6,0.1,12.0,6.0
2015-11-15 01:00:00+00:00,21909.34634694713,False,1,6,0.1,12.0,6.0
2015-11-15 02:00:00+00:00,28203.055733873043,False,2,6,0.1,12.0,6.0
2015-11-15 03:00:00+00:00,29974.92184280418,False,3,6,0.1,12.0,6.0
2015-11-15 04:00:00+00:00,30522.86887649097,False,4,6,0.1,12.0,6.0
2015-11-15 05:00:00+00:00,30505.798875441546,False,5,6,0.1,11.0,7.0
2015-11-15 06:00:00+00:00,30449.467871978413,False,6,6,0.1,9.0,9.0
2015-11-15 07:00:00+00:00,20994.394290697528,False,7,6,0.1,9.4,8.6
2015-11-15 08:00:00+00:00,50240.427088690914,False,8,6,0.1,13.0,5.0
2015-11-15 09:00:00+00:00,51798.91818450415,False,9,6,0.1,15.0,3.0
2015-11-15 10:00:00+00:00,54975.64537980362,False,10,6,0.1,16.0,2.0
2015-11-15 11:00:00+00:00,57575.40653963223,False,11,6,0.1,19.0,1.0
2015-11-15 12:00:00+00:00,49665.16805332503,False,12,6,0.1,19.0,1.0
2015-11-15 13:00:00+00:00,24478.381504886784,False,13,6,0.1,19.1,1.1000000000000014
2015-11-15 14:00:00+00:00,31728.010950580938,False,14,6,0.1,18.0,0.0
